company_name,scraped_data
Total Quality Logistics,"Total Quality Logistics Mission, Vision & Values Total Quality Logistics Mission Statement To exceed the customer's expectations at all times and handle their transportation requirements from the moment of pickup until delivery, 24 hours a day, 7 days a week, 365 days a year.Total Quality Logistics Values Pledge Integrity Exceed Expectations Recognize the value of teamwork Be Forthright about Conflict Total Quality Logistics Mission, Vision & Values"
East Bay Regional Park District,null
Northside ISD,"Northside Hospital Mission, Vision & Values Northside Hospital Mission Statement Northside Hospital is committed to the health and wellness of our community.  As such, we dedicate ourselves to being a center of excellence in providing high-quality health care.  We pledge compassionate support, personal guidance and uncompromising standards to our patients in their journeys toward health of body and mind.  To ensure innovative and unsurpassed care for our patients, we are dedicated to maintaining our position as regional leaders in select medical specialties. And to enhance the wellness of our community, we commit ourselves to providing a diverse array of educational and outreach programs.Northside Hospital Vision Statement Above all else, Northside Hospital will be the hospital of choice for physicians, patients and employees by always remembering we are committed to the care and improvement of human life.Northside Hospital Values Excellence Compassion Community Service Teamwork Progress Innovation Northside Hospital Mission, Vision & Values"
USPS OIG,null
Publix Pharmacy,"""Publix Super Markets Mission, Vision & Values Publix Super Markets Mission Statement""""""""Our Mission at Publix is to be the premier quality food retailer in the world. To that end we commit to be:  Passionately focused on Customer Value"
Movie Gallery,null
Compass,"Compass Mission, Vision & Values Compass Mission Statement Compass is a technology-driven real estate platform that is revolutionizing traditional brokerage. We're bringing together some of the world's brightest professionals across real estate, technology, business and creative to simplify and improve the real estate process Compass Vision Statement Sets out what we want to be:  To be a world-class provider of contract foodservice and support services, renowned for our great people, our great service, and our great results.Compass Values Openness, Trust and Integrity Passion for Quality Win Through Teamwork Responsibility Can-do Safely Compass Mission, Vision & Values"
Azusa Pacific University,null
Milford Regional Medical Center,null
Lifespan,"Lifespan Mission, Vision & Values Lifespan Mission & Values Lifespan is a comprehensive aging care management agency dedicated to providing the highest quality and most cost-effective care. We strive to maximize the health, safety, comfort, and independence of aging persons within our community.Lifespan Vision Statement We are aiming for 1st place in 2019!Lifespan Mission, Vision & Values"
Carolinas HealthCare System,"Carolinas Healthcare System Mission, Vision & Values Carolinas Healthcare System Mission Statement To improve health, elevate hope and advance healing – for all.Carolinas Healthcare System Vision Statement To be the first and best choice for care.Carolinas Healthcare System Values Caring Commitment Integrity Teamwork Carolinas Healthcare System Mission, Vision & Values"
CBS News,null
Stoel Rives LLP,null
Grand Rapids Community College,null
Alliance College-Ready Public Schools,null
Palo Alto Medical Foundation,null
Moore County Schools,null
"BioScrip, Inc.",null
Men's Wearhouse,"Men's Wearhouse Mission, Vision & Values Men's Wearhouse Mission & Values At Men’s Wearhouse, our mission is to maximize sales, provide value to our customers, and deliver top quality customer service while still having fun and maintaining our values.Men's Wearhouse Vision Statement We Strive Every Day To Provide World-Class Customer Service To Our Customers And To Each Other.  This vision of world-class service is the foundation of our business.Men's Wearhouse Mission, Vision & Values"
The Emily Program,null
Springboard,"Springboard Mission, Vision & Values Springboard Mission Statement Our mission is to bridge the world's skills gap by enabling every individual to acquire the skills needed to advance their careers Springboard Values Our Mission comes first We are always learning We are open, honest & constructive We embrace humanness, relationships & fun We strive for excellence We are decisive and execution-oriented We take ownership Springboard Mission, Vision & Values"
Wolverine Worldwide,"Wolverine Worldwide Mission, Vision & Values Wolverine Worldwide Mission Statement By embracing people of all backgrounds, ethnicities, genders, lifestyles, and belief systems that we believe we can achieve greater success.Wolverine Worldwide Vision Statement Together we will build a better future from the ground up.Wolverine Worldwide Valuesteamworkopen communicationsintegrityrespectaccountability Wolverine Worldwide Mission, Vision & Values"
